code,date,comments,likes,caption,image
20s9prR0UE,1431952542,4,92,"V piatok sme dostali hneď dva bronzové Zlaté klince (áno, aj také sú) za Knižnú šifru a dnes pre ne naša @zuzkovnik našla ideálne využitie! Aj keď jemne znepokojujúce... :-) #zlatyklinec",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/11269192_1618058695098062_1586209063_n.jpg?ig_cache_key=OTg3NjExOTY4OTg1MDU2NTE2.2
2rABW0x0a4,1431626990,6,59,"Tento víkend nečítame, ale bežíme! :-) Náš legendárny #mrcinateam sa zúčastní fantastického behu #vltavarun. Tak držte palce! :-)",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/11240474_1638214513079565_1502210002_n.jpg?ig_cache_key=OTg0ODgxMDM2NzM3ODU3MjA4.2
2edJf9R0U7,1431206053,1,256,"Mimochodom, všimli ste si, že na našom knižnom chodníku slávy pribudla hviezda aj Harrymu Holemu? Jo Nesbø si to všimol! ;-) #jonesbo #nesbo #harryhole #walkoffame #nesbovmartinuse",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/11236086_101001523568705_1323979691_n.jpg?ig_cache_key=OTgxMzQ5OTY0OTUxNTM2OTU1.2
2Wcrgnx0W9,1430937372,9,220,Jø Nesbo. #jonesbo #nesbovmartinuse #nesbo #besedyvmartinuse,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/929176_461898903977931_275767288_n.jpg?ig_cache_key=OTc5MDk2MTA0MjY2NTgxNDM3.2
2WaOQMx0S2,1430936084,0,126,Jo Nesbø práve teraz v Martinuse! #nesbovmartinuse #jonesbo #nesbo #books #harryhole #besedyvmartinuse,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/891409_1460793084212100_1519410570_n.jpg?ig_cache_key=OTc5MDg1Mjk3Njc1ODc5NjA2.2
10JIoxx0dn,1429786274,0,35,Chcete zanechať odkaz pre Jo Nesboa a zároveň vyhrať vstupenku na besedu s ním? Tak šup šup na našu stránku na Facebooku! Držíme palce :-) #NesbovMartinuse #sutaz #knihy #kniha,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/11117114_1596005504009293_1878421107_n.jpg?ig_cache_key=OTY5NDM5OTk1NzUwNzI5NTc1.2
1xxtL5x0aB,1429706882,2,150,"Stali sme sa absolútnym víťazom ankety Mastercard Obchodník roka 2014 a vďaka vašej priazni sme zároveň získali prvé miesta v kategóriach internetové kníhkupectvá a kamenné kníhkupectvá! ĎAKUJEME,  ste skvelí! :-)",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/11111304_680642988728931_1829627393_n.jpg?ig_cache_key=OTY4Nzc0MDA0Mjk3Mzg1NjAx.2
1tk-8JR0YU,1429565994,0,100,"Naša event manažérka Janka testuje, ako sa bude Jo Nesbovi sedieť v tomto kresle. Predbežný záver je, že výborne. Tešíme sa! :-) #besedyvmartinuse",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/11142926_1427623087552751_1234595646_n.jpg?ig_cache_key=OTY3NTkyMTQ5ODE2NjU3NDI4.2
1fz4F9x0QE,1429104040,4,68,Na blogu už máme informácie o predaji vstupeniek na besedu s Jo Nesbom! My sa už nevieme dočkať a vy? :-),https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/11084928_1436086560024098_919227050_n.jpg?ig_cache_key=OTYzNzE3MDAwMzQ4NTE3Mzgw.2
0Ildthx0XM,1426177248,0,101,"""Hovorí sa, že tesne pred smrťou vám pred očami prebehne celý váš život. Je to pravda, volá sa to Život."" Ďakujeme za všetko, čo ste nám počas toho svojho priniesli, sir Terry. Odpočívajte v pokoji, nikdy na vás nezabudneme. #rip",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/11055557_409502372551815_674094445_n.jpg?ig_cache_key=OTM5MTY1MjkxNzc3NTc0MzQ4.2
0AFHdRR0aY,1425891853,3,135,Dnes je Deň paniky. V prípade potreby máme v kníhkupectve na Obchodnej nachystaný takýto uterák ;) #dontpanic #douglasadams #obchodnaulica #stoparovsprievodcagalaxiou #martinus,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/11005104_1534200190178960_944373961_n.jpg?ig_cache_key=OTM2NzcxMjI1MTkwMzUyNTM2.2
zuivu6R0cM,1425303408,1,105,"Súťaž o 128 kníh začala! :-) Trúfnete si na Knižnú šifru? Nájdete ju na www.martinus.sk/kniznasifra (komu sa nechce to vypisovať, tak link v profile). Držíme palce! :-) #kniznasifra #knihy #kniha #martinus",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10995066_754286378001091_137705009_n.jpg?ig_cache_key=OTMxODM0OTg2Njc4OTI5MTY0.2
zsFshVx0S0,1425221068,2,101,S akou knihou začínate mesiac knihy vy? Pochváľte sa s hashtagom #knihanamarec :-),https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/11049288_398115763701680_702197641_n.jpg?ig_cache_key=OTMxMTQ0MjcyNjQ3MjQyOTMy.2
zmyzUax0Wn,1425043390,2,137,"V marci sa budeme hrať, kto sa pridá? :-) #kniznasifra",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/924097_1545885045679031_1067272021_n.jpg?ig_cache_key=OTI5NjUzODAyMDQxNTU4NDM5.2
y9aFi8x0W_,1423654701,1,123,Stravte u nas na Obchodnej prijemne popoludnie ;) #foxford #booksandcoffee,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10959211_508487225959018_263848910_n.jpg?ig_cache_key=OTE4MDA0NjI5Mzg3MDM2MDk1.2
yo4_C_x0bH,1422966258,0,87,#moria #nasezazemie #panprstenov #milujemefantasy #obchodnaulica #bratislava,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10952729_593837637416716_317425419_n.jpg?ig_cache_key=OTEyMjI5NTQ3NjkxNjg5Njcx.2
yCKixpx0ZE,1421666840,1,126,Kazdy citatel si zasluzi po obede sladky kolacik :) #kavaakolacik #zknihsanepribera #knihkaviaren #foxford,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10919343_1797301923827272_754404407_n.jpg?ig_cache_key=OTAxMzI5MjQ1NjY5MTE1NDYw.2
xUmq4SR0bI,1420138083,0,146,"Pozdrav od Martinusáčky Ivky je tak dokonalý, že sami by sme to lepšie nezvládli! Šťastný nový rok, milí priatelia! :-) #martinus #kniznyhrdina #pf2015",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10899257_1588634551369069_1583863145_n.jpg?ig_cache_key=ODg4NTA1MDk4OTIwNDc4NDA4.2
xOjKImx0Qz,1419934915,14,97,"Dostali ste už niekedy správu od Saurona, Voldemorta alebo Drakulu? Možno im len stačí napísať! ;-) Pošlite im prianie cez náš Zázračný telefón: http://pf2015.martinus.sk/ #kniha #knihy #martinus #kniznyhrdina #pf2015",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10890618_415702521912746_1915414106_n.jpg?ig_cache_key=ODg2ODAwODA0NzAxNzUwMzIz.2
w_hVgLR0Xd,1419430643,1,115,"Krásne Vianoce, milí Martinusáci! :-)",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10860172_691749834256079_898453775_n.jpg?ig_cache_key=ODgyNTcwNjY1MTgwNzQzMTMz.2
wyadz3x0Vg,1418990834,12,98,Dokonalý darček pre fanúšika Harryho Pottera? No predsa exkluzívna kolekcia za 600 eur! :-) U nás ju nájdete pod číslom 163306. ;-) #harrypotter #knihy,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10831828_860995383922000_1151093758_n.jpg?ig_cache_key=ODc4ODgxMjc1MDYxNDIxNDA4.2
wtRBR9R0ci,1418818109,3,140,A vy už máte napečených svojich knižných hrdinov? :-) #vianoce #martinus,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10852856_694870067298574_924452190_n.jpg?ig_cache_key=ODc3NDMyMzU3MTk4OTcyNzA2.2
wbYplox0St,1418218130,1,106,Náš kolega sa už naozaj nevie dočkať premiéry Hobbita! :-),https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10832129_741133352629891_757646737_n.jpg?ig_cache_key=ODcyMzk5MzYzODUzNzMwOTg5.2
wO3Mo-x0Qr,1417797938,2,92,A my máme Vianoce už dnes lebo dorazilo pokračovanie Hry o tróny! :-) Plán na víkend je jasný! #martinus #knihy #kniha #got #hraotrony,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10809774_1529888767282461_980007791_n.jpg?ig_cache_key=ODY4ODc0NTM5MzIzODM1NDM1.2
v6K-K-x0QR,1417103662,0,69,"Aha, čo sme pre vás nainštalovali v našom bratislavskom kníhkupectve! :-) Na týchto tabletoch si môžete nielen vyhľadať knihu, po ktorú ste prišli, ale aj prečítať si recenzie Martinusákov, pozrieť si, kde sa kniha v kníhkupectve nachádza a ak tam nie je, tak si ju objednať cez internet. :-) #martinus #knihy #kniha",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10809512_384132631744953_68058879_n.jpg?ig_cache_key=ODYzMDUwNTMxNDU4MjA0Njg5.2
v4BJjsR0dy,1417031403,1,122,"Nezabudnite, že posledný kalendárik môžete získať už len do konca týždňa! A potom hor sa pre unikátnu zberateľskú tašku! :-) Viac info na www.martinus.sk/kalendarik",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10755776_352568134921112_963980439_n.jpg?ig_cache_key=ODYyNDQ0MzgzNDg3MDg0NDAy.2
vq5t72x0Xt,1416591300,1,123,Naše kancelárie voňajú ako Vianoce! :-) #medovniky #teambuilding #vianoce,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10802630_270656603058662_134877136_n.jpg?ig_cache_key=ODU4NzUyNTI0MjY0ODgzNjkz.2
vf5abPR0VD,1416222041,2,108,17.11. Ďakujeme.,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10785096_1551881891696908_1574279347_n.jpg?ig_cache_key=ODU1NjU0OTU4ODI4NTY5OTIz.2
vGWXA0R0YN,1415364802,1,60,"Žiačikovia dostali za úlohu nájsť najhrubšiu knihu na Bibliotéke. Zatiaľ sa zdá, že horúcim kandidátom na výhru je román Atlasova vzpoura s decentnými 1109 stranami. :-) #knihy #kniha #tipnaknihu #biblioteka",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1388889_394201050732240_1226423274_n.jpg?ig_cache_key=ODQ4NDYzOTE4MjU0MjEyNjIx.2
vDjvdux0Tn,1415271155,6,83,S kým sa vidíme na Bibliotéke? :-) #knihy #kniha #biblioteka,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10475179_493957584079422_1703867858_n.jpg?ig_cache_key=ODQ3Njc4MzQ4MjQyNDA0NTgz.2
tL2BYxx0Q1,1411254207,0,51,Súkromný martinusácky koncert je super! :-),https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10611082_534973036648549_1150747075_n.jpg?ig_cache_key=ODEzOTgxNzQ3NTA2NTI5MzMz.2
sred2cx0bY,1410168115,3,66,Chcete si vylepšiť začiatok týždňa? Tak si kúpte túto knihu. Tak dobrú detektívku ste už dávno nečítali! :-) PS: Kalendárik vám k nej pribalíme zadarmo. ;-) #martinus #knihy #kniha #kalendarik #tipnaknihu,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10617012_897205243641845_1173363077_n.jpg?ig_cache_key=ODA0ODcwOTUxMTQwODA0MzEy.2
sj9rbrx0Ur,1409916044,0,81,Pohoda v našom kníhkupectve môže vyzerať aj takto. :-) (copyright by @_dzejny) #martinus #knihkupectvo,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10617154_801290696582419_998823248_n.jpg?ig_cache_key=ODAyNzU2NDI0MTAyMjY2MTU1.2
sNHNhGR0dz,1409149290,3,150,Aj vy sa už pripravujete na Deň neprečítaných kníh? :-) #martinus #knihy #kniha #dnk #dnk2014,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/925370_173955242796560_999750870_n.jpg?ig_cache_key=Nzk2MzI0NDI0MzMyMDM1OTU1.2
sDF_UlR0cE,1408813105,15,127,Tento týždeň sme na Obchodnej otvorili aj druhé poschodie. Už ste nás boli pozrieť naživo?,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10598715_702974323130517_1717523853_n.jpg?ig_cache_key=NzkzNTA0MzAxMDA3MTkzODYw.2
r7xURhx0Z8,1408567386,0,123,Prešli ste sa už po našom knižnom chodníku slávy? #Obchodna #knihkupectvo #knihy #forrestgump #hollywood #star,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10607899_1451618105104302_42605905_n.jpg?ig_cache_key=NzkxNDQzMDU3MDIyNTUxNjc2.2
r5EBf4R0cI,1408476530,4,96,Obchodná. #bookstore #cafe @foxfordcafe #design,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/925372_1491187171126505_483077937_n.jpg?ig_cache_key=NzkwNjgwOTA0NzE1OTQ1NzM2.2
rzB62Jx0c6,1408274100,2,106,V novom Martinuse na Obchodnej bude aj @foxfordcafe. A kníhtlačiarenské šuflíky na stene! #design #bookstore #cafe,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10584619_637088009739989_1939456989_n.jpg?ig_cache_key=Nzg4OTgyODAxNjQyMjQzODk4.2
rywStMx0Yr,1408264859,7,120,Najväčsí pomocník. #obchodna #bookstore #construction,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10520296_493027860841279_388994792_n.jpg?ig_cache_key=Nzg4OTA1Mjc2NDU5MTQwNjUx.2
rhgDdPx0YU,1407685920,0,74,"Milujeme knihy, ktoré nás inšpirujú. A táto to dokáže vždy znova a znova. :-) #knihy #kniha #tipnaknihu #martinus #martinusaciodporucaju",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10499045_767165386658757_78826779_n.jpg?ig_cache_key=Nzg0MDQ4Nzg1MTg5MTkzMjM2.2
rUfxy9x0YZ,1407249568,1,121,Už je tu august a s ním aj nový zberateľský kalendárik! :-) #martinus #knihy #kniha #kalendarik,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10584593_1443082799306251_1201120479_n.jpg?ig_cache_key=NzgwMzg4Mzk2ODYxNzAzNzA1.2
pvrsV6x0QU,1403866817,5,114,"Náš kamarát a kolega Tomáš si dnes povzdychol, že by chcel ešte niekedy dostať vysvedčenie. Tak sme mu jedno vystavili! :-)",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10514059_1437110659898949_1398506378_n.jpg?ig_cache_key=NzUyMDExODI1OTg1ODMxOTU2.2
pBT2IKR0SK,1402310810,0,61,A aké knihy ste vo výpredaji ulovili vy? :-) Pochváľte sa s s hashtagom #VypredajObchodna26 a jednému z vás darujeme poukážku v hodnote 20€! #knihy #kniha #martinus,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10453704_485717764907363_1563319444_n.jpg?ig_cache_key=NzM4OTU5MDk2MzYzMzA0MDc0.2
o35HmZx0fG,1401994808,0,64,UPOZORNENIE: V našich kníhkupectvách môžete zažiť všeličo! :-) #kniha #knihy #martinus #krst #cervenakvokovach #besedyvmartinuse,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10414036_254428631413703_1026399913_n.jpg?ig_cache_key=NzM2MzA4Mjc1MDIwNTE1Mjcw.2
oK_7h_x0eu,1400488429,10,142,"Čo sa stane, keď spojíte stovky paliet a tisícky kníh? No predsa najväčší a najlepší výpredaj! :-) Od včera na Obchodnej 26. Určite sa zastavte, sú tam samé skvelé #knihy! :-) #martinus #kniha #vypredaj #sale #bratislava",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10311318_474093986056601_365246803_n.jpg?ig_cache_key=NzIzNjcxODU4MDI5MjE3NzEw.2
oDSAP1x0dE,1400229470,0,88,Niečo sa chystá! Stay tuned. :-) #martinus,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/929103_139276826242715_808897110_n.jpg?ig_cache_key=NzIxNDk5NTQ3MTU0OTkwOTE2.2
mxR4asx0a4,1397477942,1,50,"Ak ste to ešte náhodou nepočuli, tak dnes 14.4. máme poštovné zadarmo! :-) #kniha #knihy #martinus #akcia",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/10246199_615786768505322_74073218_n.jpg?ig_cache_key=Njk4NDE4MDYwOTY5MDY4MjE2.2
mQBIqix0dd,1396361866,5,146,"""Moje meno je Potter, Harry Potter. A som najväčší knižný hrdina!"" #kniznyhrdina #vitaz #gratulujeme #kniha #citanie",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1515806_813760705320290_1314052278_n.jpg?ig_cache_key=Njg5MDU1NzM2NDcwNjUyNzY1.2
lsDCEpR0f5,1395154901,6,161,Od dnes už môžete mať knižných hrdinov neustále so sebou! :-) #martinus #tricko #kniznyhrdina #kniha,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/11313456_1131688483514480_1052571715_n.jpg?ig_cache_key=Njc4OTMwOTgwMzkyMDkzNjg5.2
lcDvJex0Rb,1394618399,1,113,"To je tu samý súboj knižných hrdinov na www.kniznyhrdina.sk, ale kalendárik na apríl už máte? :-) #kniha #kalendarik #martinus",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/11325283_1594098707546307_1143525273_n.jpg?ig_cache_key=Njc0NDMwNDc4MzMzNzIzNzM5.2
lR77HMx0Vr,1394278759,0,74,"Martinusáci už majú okrem bežeckého tímu aj cyklistický! Ak uvidíte takýto dres, mávajte, sme to my! :-) #martinus #bike #cycling",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/11351971_892450257461084_1570080595_n.jpg?ig_cache_key=NjcxNTgxMzY2Mzc4Nzc1OTE1.2
lF95OvR0c6,1393877139,3,84,Už len tri hodiny môžete hlasovať v prvom dueli súboja knižných hrdinov na www.kniznyhrdina.sk :-) #kniznyhrdina #martinus #kniha #knihy #citanie,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/11282296_819502924784414_616608599_n.jpg?ig_cache_key=NjY4MjEyMzMzNDA3MzIzOTYy.2
kU2RtWx0ZG,1392228978,4,133,Chcete zažiť rande na slepo? V našich kníhkupectvách to je možné! :-) #kniha #knihy #books #knihkupectvo #martinus,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/924878_646771655387701_1015095768_n.jpg?ig_cache_key=NjU0Mzg2NTU3MzE4ODA5MTU4.2
kEkqMbR0d0,1391682870,0,100,A nový čitateľský kalendárik už máte? :-) #kniha #kalendarik #martinus #knihy,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/917415_265149330316245_1013937475_n.jpg?ig_cache_key=NjQ5ODA1NDc1NDgzMTc0Nzcy.2
kCIvC6x0SI,1391601121,9,108,Spoločné raňajky boli opäť super! :-) #lentaksachvalime #martinus,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1660259_234137663438318_2033628562_n.jpg?ig_cache_key=NjQ5MTE5NzEzNjE1ODg5NTQ0.2
j1Ioa9x0WM,1391164859,0,91,"Vďaka @albatrosmedia už máme recenzný výtlačok novinky J. K. Rowlingovej a povieme vám - ak máte radi detektívky, tak sa máte na čo tešiť! :-) #knihy #kniha #Rowling #recenzia #comingsoon",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1725042_240209132827890_1858290562_n.jpg?ig_cache_key=NjQ1NDYwMDgzNzAyNDQ5NTQ4.2
jyxmFwR0Vp,1391085673,2,45,"V Martine konečne sneží, ako sa na zimu patrí, a tak nastal čas na našu obľúbenú zimnú knihu! :-) #kniha #martinus #knihy",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1660508_773093246052317_2015486107_n.jpg?ig_cache_key=NjQ0Nzk1ODE4NDY1MjQ4NjE3.2
ji_SpUx0dF,1390555982,0,58,A takto to vyzerá po dočítaní recenzného výtlačku. Recenziu nájdete na našom blogu. :-) #kniha #martinus #behanie,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1724379_285068354978838_209575227_n.jpg?ig_cache_key=NjQwMzUyNDU1MjkyODMxNTU3.2
jg5nlHx0fY,1390485899,6,113,Od budúceho týždňa budeme mať v kníhkupectvách ninja tašky! :-) #martinus #taska #ninja #red #kniha,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/914579_259707664193376_594414813_n.jpg?ig_cache_key=NjM5NzY0NTU1NjU2Mjg0MTIw.2
jb7sgPx0Rd,1390319216,0,66,Blahoželáme nášmu mladšiemu bračekovi @martinus_cz k desaťtisíc fanúšikom na Facebooku! :-) #martinus,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1515243_132915193545779_1272242202_n.jpg?ig_cache_key=NjM4MzY2MzE1MjI4NjQ0NDQ1.2
i55LurR0Ve,1389177048,1,95,Začiatok januára znamená čo? No predsa čitateľský kalendárik na február! :-),https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1515617_716677778351396_1509157158_n.jpg?ig_cache_key=NjI4Nzg1MTE3Njc4NDg2ODc4.2
im92sOR0b4,1388541963,0,62,"Milí Martinusáci, ĎAKUJEME vám za úžasný rok 2013 a prajeme rok 2014 plný skvelých ľudí a kníh! :-) #pf2014 #knihy cc: @neilhimself",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1538572_228208557358915_1938336182_n.jpg?ig_cache_key=NjIzNDU3NjM3NjEwNTA1OTc2.2
ii8YpMR0eg,1388406975,1,72,Súhlasilte? Pripravení na január? ;-) #knihy #citanie #2014,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/926063_632951686762366_1818952506_n.jpg?ig_cache_key=NjIyMzI1Mjc0ODE4MDcwNDMy.2
iZJZGwx0Q2,1388078250,3,33,Náš zázračný písací stroj nájdete na www.martinus.sk/pf2014 :-) #pf2014 #knihy #martinus #martinusaci,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1530753_662214133819761_1898402281_n.jpg?ig_cache_key=NjE5NTY3NzMxNDA2NDg4NjMw.2
iXNr4rR0YB,1388013392,10,147,"Tak čo, Martinusáci, aké knižky ste si našli pod vianočným stromčekom? Alebo niekto poslúchal tak dokolane, že dostal rovno takýto stromček? ;-)",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/925732_566231296794822_807990433_n.jpg?ig_cache_key=NjE5MDIzNjY0MTg0NTA5OTUz.2
iTQEPFx0aO,1387880423,2,99,"Šťastné a veselé, milí Martinusáci! :-)",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1538474_1407660519475526_160009552_n.jpg?ig_cache_key=NjE3OTA4MjMzNzA1MDQ3Njk0.2
iRljDdx0XM,1387824576,2,76,A čo robíte práve teraz vy? ;-) #vianoce #medovniky #vypekame,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/914263_235027403337386_954230108_n.jpg?ig_cache_key=NjE3NDM5NzYwNTQ5ODg5NDg0.2
iGguO6x0ey,1387452948,1,58,"Ak stále neviete, akou knihou potešiť pod vianočným stromčekom, tak naša Martinusáčka Vrnk sa zaprisaháva, že Úžasná cesta Barnabyho Brocketa okolo sveta poteší malých, aj veľkých. :-)",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1527609_271548359659750_1571747830_n.jpg?ig_cache_key=NjE0MzIyMzEzNzg1NDYwNjU4.2
iCZrL2R0VN,1387315035,1,65,Martinusáčka @andrea_najselova objavila dokonalú kombináciu na príjemný večer. :-) Tlieskame! #kniha #martinus #hrncek #book #kalendarik,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1391139_613328528703435_903152194_n.jpg?ig_cache_key=NjEzMTY1NDE4MDk3ODg2NTQx.2
iAFMTXx0Vm,1387237187,0,47,"Kto povedal, že s vianočnou pohodou musíme čakať na Štedrý deň, však? :-) #kniha #pohoda #Vianoce #xmas #book",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1515122_581929381862934_1794336495_n.jpg?ig_cache_key=NjEyNTEyMzg0OTg4NjkzODYy.2
hxheYpx0Vj,1386748699,2,55,Zákazník chce nakresliť Vianoce so Silvestrom? Nie je problém! :-) #vianoce #xmas #gift #wow #surprise,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/916923_382299598583562_237618810_n.jpg?ig_cache_key=NjA4NDE0NjQ4MjYxNjI1MTg3.2
hu76Lax0Vr,1386661895,0,42,Nepoznáte nášho CEO? Je to ten úplne napravo! :-) Spolu s dvomi pomocníkmi navštívili v priebehu Mikuláša všetky naše kníhkupectvá a rozdávali sladkosti Martinusákom. Od Bratislavy až po Košice! :-),https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1391399_546851715404676_1983556266_n.jpg?ig_cache_key=NjA3Njg2NDgyNDc1ODI4NTg3.2
htVgWAx0QX,1386608206,5,50,"Dúfame, že sa vám naše košické kníhkupectvo páči. :-) #knihy #books #knihkupectvo #Kosice #repost @zuzkovnik",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/927501_543208022440530_954789686_n.jpg?ig_cache_key=NjA3MjM2MTA2NDAwMjUyOTUx.2
hpDbSJx0Wo,1386464510,1,50,"Na www.vianocneodpocitavanie.sk sme pre vás pripravili pomôcku, aby ste vedeli, koľko nocí máte na dočítanie starých kníh. Ale nové by ste mali objednať hneď! :-) #knihy #books #reading #citanie",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1389512_552330154844104_1674313710_n.jpg?ig_cache_key=NjA2MDMwNjkzOTE0ODU0ODI0.2
hnegm-R0eV,1386411600,1,89,Vianočné darčeky si zaslúžia vianočnú lepiacu pásku! :-) #vianoce #xmas,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/914227_634850153245340_2070221929_n.jpg?ig_cache_key=NjA1NTg2ODU3MTcwMjU3ODEz.2
hikwjKx0az,1386247104,0,78,"Raňajky, základ dňa!",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1208387_1378870502362689_1461352035_n.jpg?ig_cache_key=NjA0MjA2OTY1OTkyMTQ2NjEx.2
hfoddkR0eh,1386148382,0,83,"Výzdoba v našej bratislavskej kancelárii sa pomerne často mení, ale momentálne jej vládne ryba, ktorá vás rozkúše aj cez sklo! :-)",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1389823_1378571999058959_244783534_n.jpg?ig_cache_key=NjAzMzc4ODIxNTYzMzY5Mzc3.2
hc96d3x0V7,1386058966,0,103,Aj u vás evokuje množstvo balíčkov Vianoce? :-) #knihy #martinus #vianoce #xmas,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/924485_184274025099467_358723162_n.jpg?ig_cache_key=NjAyNjI4NzQ4ODAxOTUxMDk5.2
hQ-RLJx0T7,1385656499,0,57,"Predvianočné obdobie je pre našich kníhkupcov naozaj náročné, preto sme pre nich pripravili adventné balíčky! :-)",https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1172577_1401018266803316_476667720_n.jpg?ig_cache_key=NTk5MjUyNjA5NTMwMjgzMjU5.2
hK5j4HR0bm,1385452704,2,54,Nie je nad to začať deň s dobrou knihou a kávou! Doprajete si aj vy občas takéto raňajky? :-),https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/926883_185173685008030_889806980_n.jpg?ig_cache_key=NTk3NTQzMDU0NjY0NDg0NTgy.2
hGlbiux0fO,1385307932,1,22,Rozmýšľate aký knihou začať nový týždeň? Zuzka z nášho bratislavského kníhkupectva odporúča Amerických bohov od Neila Gaimana. :-) #tipnaknihu #knihy #martinus #martinusaci #martinusaciodporucaju,https://scontent-fra3-1.cdninstagram.com/t51.2885-15/e15/1173001_402761796493781_973150433_n.jpg?ig_cache_key=NTk2MzI4NjIxMTExOTg2MTI2.2
